LEFT,-112.99,-119.7,-124.34,-127.62,-121.2,-91.86,-46.64,-7.77,14.88,27.43,36.78,48.73,65.26,80.91,89.48,90.4,84.46,68.9,44.16,14.23,-17.5,-51.74,-88.76,-124.36,-158.22,-192.7,-223.97,-243.39,-253.08,-260.14,-263.7,-262.88,-257.2,-245.23,-227.94,-210.36,-193.31,-175.86,-160.95,-147.9,-132.46,-112.96,-92.85,-72.98,-54.84,-42.94,-31.99,-15.32,2.4,15.82
LEFT,47.79,46.76,43.62,37.37,29.93,25.39,24.2,25.12,27.38,27.21,20.37,10.46,4.7,3.43,4.47,4.32,1.44,-0.47,-4.33,-5.28,2.22,3.51,-18.3,-65.23,-119.85,-171.25,-222.83,-258.26,-257.11,-218.43,-157.49,-95.7,-43.93,-2.38,27.42,38.52,27.21,5.38,-16.69,-38.93,-51.42,-47.45,-35.71,-19.18,5.32,36.72,68.28,90.95,107.84,124.61
LEFT,-56.48,-59.02,-62.53,-67.34,-71.55,-63.95,-39.86,-7.8,25.2,55.21,78.41,100.04,124.4,147.15,164.66,173.33,169.19,152.43,123.76,82.6,31.76,-19.8,-66.0,-109.82,-151.51,-183.2,-205.06,-223.36,-236.27,-239.81,-234.79,-226.17,-213.86,-198.96,-187.73,-180.43,-172.02,-160.37,-148.13,-134.01,-115.68,-95.46,-76.38,-60.76,-47.13,-32.77,-19.59,-9.7,-1.42,8.08
LEFT,28.39,23.63,21.12,20.49,18.29,14.9,10.72,5.74,2.78,3.93,4.26,5.17,5.63,-3.49,-8.67,-2.05,-1.01,-8.55,-15.79,-19.47,-20.53,-23.46,-38.29,-77.07,-131.84,-180.7,-219.52,-256.59,-281.6,-279.6,-254.08,-210.96,-155.52,-99.81,-52.74,-12.01,26.86,61.73,87.59,104.36,123.07,146.22,160.28,162.64,160.7,156.2,149.31,143.16,139.08,133.28
LEFT,-54.05,-30.01,-14.55,-2.64,15.64,37.59,54.21,63.58,74.53,91.19,107.21,118.28,123.39,123.12,118.91,111.6,99.66,79.31,51.42,19.67,-15.61,-51.93,-90.96,-133.48,-169.33,-190.86,-201.89,-209.66,-214.84,-215.72,-214.95,-210.96,-200.25,-184.58,-168.2,-151.02,-134.27,-121.42,-108.9,-95.33,-83.2,-72.54,-62.56,-50.61,-37.13,-23.81,-11.83,-3.56,1.89,7.33
LEFT,27.41,22.17,16.27,11.58,5.24,-2.3,-5.07,-7.02,-9.56,-7.57,-6.34,-11.89,-21.97,-29.17,-29.5,-29.81,-34.11,-36.35,-34.52,-33.24,-31.86,-28.33,-32.06,-58.05,-108.57,-167.36,-216.93,-252.54,-272.24,-271.67,-252.43,-220.21,-180.47,-133.92,-83.4,-38.11,-2.87,24.24,48.05,71.22,90.24,102.52,113.73,124.88,129.49,128.7,126.18,120.59,110.05,97.67
LEFT,-32.82,-31.46,-30.48,-30.87,-28.3,-12.27,22.44,65.86,100.75,122.52,147.12,180.04,203.57,210.5,208.32,198.26,176.89,144.8,104.81,56.03,-2.02,-57.46,-96.11,-125.68,-156.69,-183.04,-200.29,-210.54,-216.27,-215.99,-208.14,-197.57,-187.13,-175.07,-161.56,-149.13,-132.84,-107.05,-80.14,-63.13,-56.07,-49.84,-39.81,-31.42,-28.46,-27.26,-22.67,-15.09,-8.12,-0.13
LEFT,70.02,66.88,61.96,56.05,49.11,45.13,45.04,45.51,44.5,42.04,38.14,31.7,22.87,13.19,6.14,3.5,3.36,-1.5,-15.92,-24.4,-21.08,-21.89,-36.76,-69.55,-118.34,-169.36,-215.9,-256.75,-277.22,-270.51,-249.2,-220.63,-182.05,-133.72,-80.88,-26.37,24.65,66.69,101.34,128.49,152.29,175.32,187.63,186.73,181.7,177.11,171.97,165.45,156.94,146.08
LEFT,-81.25,-83.96,-89.25,-88.77,-73.89,-50.09,-28.12,-7.74,16.86,41.96,58.52,72.57,93.51,116.23,133.66,144.78,149.43,143.96,125.24,95.68,58.49,15.12,-33.03,-84.4,-131.45,-170.98,-206.45,-230.9,-240.19,-242.92,-245.75,-247.01,-241.64,-230.17,-217.21,-204.31,-189.66,-173.79,-160.59,-148.49,-135.25,-121.37,-106.77,-89.21,-71.65,-59.73,-48.63,-33.48,-17.01,-2.3
LEFT,89.08,87.78,81.25,72.46,67.72,66.11,64.68,64.24,65.08,64.81,61.97,56.38,49.18,45.59,46.8,47.81,45.11,40.38,37.34,32.65,15.77,-18.81,-61.96,-106.49,-152.4,-191.67,-215.68,-220.71,-208.47,-183.28,-148.39,-109.87,-72.71,-37.31,-1.09,33.02,57.64,77.53,98.62,118.3,133.66,144.23,152.66,159.74,163.0,161.96,158.12,151.79,144.11,136.14
LEFT,-36.17,-15.51,7.85,32.48,52.51,69.81,85.71,96.98,106.44,113.74,113.89,108.59,99.45,86.42,70.19,50.68,28.77,3.86,-23.3,-47.48,-73.86,-106.46,-136.89,-160.02,-175.97,-189.45,-201.98,-210.04,-214.07,-214.64,-208.91,-194.98,-176.24,-157.45,-142.9,-135.02,-127.77,-113.67,-93.72,-76.55,-63.97,-50.66,-36.42,-22.45,-8.29,3.08,12.19,23.97,34.75,43.77
LEFT,90.58,88.07,84.32,79.36,77.03,77.39,77.94,76.78,72.03,65.5,59.79,55.12,49.8,45.5,43.56,41.55,37.27,28.99,18.14,10.72,6.78,-7.48,-38.64,-80.62,-130.26,-182.21,-226.42,-252.9,-254.56,-231.3,-194.59,-154.29,-112.28,-70.29,-29.71,6.39,37.4,68.13,95.32,113.16,126.49,140.32,153.58,164.4,168.98,167.17,163.69,160.25,154.53,142.85
LEFT,-82.31,-81.78,-79.89,-77.77,-74.14,-60.21,-32.09,2.27,33.64,60.71,86.89,106.4,112.13,113.55,119.67,123.47,118.06,104.34,82.53,48.96,4.7,-41.9,-85.59,-122.2,-154.88,-190.22,-220.43,-236.14,-240.02,-237.51,-231.23,-223.09,-216.24,-206.66,-190.18,-168.39,-145.76,-125.01,-108.49,-98.12,-87.5,-73.8,-61.09,-48.68,-35.13,-23.66,-15.59,-8.4,1.96,15.16
LEFT,-48.19,-48.39,-44.75,-40.39,-39.34,-40.45,-38.14,-33.8,-33.72,-38.12,-41.22,-38.88,-33.97,-31.38,-31.69,-32.33,-32.46,-31.32,-27.15,-19.97,-14.2,-16.42,-35.45,-75.46,-127.02,-178.09,-221.12,-250.32,-262.41,-255.17,-230.08,-195.96,-156.5,-108.89,-52.33,5.07,56.79,99.26,125.34,145.63,170.62,187.46,191.47,193.99,200.01,206.21,207.82,200.51,185.51,170.79
LEFT,-38.59,-44.81,-50.16,-52.13,-44.92,-21.37,11.81,40.68,60.25,74.46,89.92,105.17,115.48,120.03,115.36,101.46,84.37,65.71,43.41,16.93,-12.87,-44.65,-81.02,-121.89,-160.23,-192.27,-218.75,-243.28,-264.57,-275.68,-276.51,-270.98,-260.11,-244.5,-229.01,-217.93,-207.81,-194.59,-179.79,-165.23,-147.64,-128.3,-112.9,-102.55,-93.43,-79.37,-62.0,-47.5,-34.33,-20.37
LEFT,37.2,30.95,26.55,26.12,27.44,26.55,24.95,22.73,18.23,10.86,4.13,0.52,2.2,4.39,0.88,-1.78,-3.04,-4.63,-4.1,-6.89,-13.68,-19.02,-27.91,-55.42,-106.45,-165.14,-214.21,-245.16,-255.88,-247.45,-224.88,-196.23,-164.03,-126.21,-81.58,-34.24,10.41,49.37,79.12,101.46,118.18,131.31,143.51,151.15,153.61,155.97,158.45,155.93,146.0,130.76
LEFT,56.81,48.34,40.2,31.96,25.28,21.48,24.68,33.23,34.25,23.3,12.42,6.36,0.52,-6.25,-12.37,-16.22,-21.57,-30.24,-36.06,-37.57,-39.41,-48.33,-73.27,-114.5,-158.68,-192.49,-213.08,-224.82,-226.92,-214.59,-188.01,-148.39,-101.17,-55.78,-17.79,11.1,30.69,40.83,42.01,37.51,34.24,35.55,40.4,45.37,44.96,38.27,29.79,23.59,18.73,14.96
LEFT,-82.13,-74.39,-55.27,-32.04,-3.94,28.61,60.63,91.37,121.02,143.6,159.17,172.07,178.41,175.72,168.82,160.84,150.41,135.56,115.8,91.26,60.31,22.58,-15.72,-55.44,-103.29,-158.37,-212.57,-256.3,-284.52,-296.54,-297.73,-296.4,-293.2,-285.85,-274.04,-256.3,-229.63,-199.31,-174.14,-154.59,-138.37,-124.22,-110.41,-93.55,-73.95,-62.16,-68.29,-82.83,-80.93,-56.92
LEFT,-105.58,-103.88,-103.55,-112.26,-119.24,-107.98,-83.01,-58.56,-34.68,-7.96,15.08,30.3,40.27,52.07,67.79,79.78,83.13,81.03,75.02,59.04,31.2,-3.96,-43.83,-88.11,-136.14,-183.01,-222.91,-254.14,-276.99,-289.08,-289.05,-278.46,-266.2,-260.54,-256.68,-246.98,-231.62,-213.7,-193.34,-171.81,-152.0,-134.9,-120.69,-107.01,-92.19,-74.69,-57.23,-44.39,-31.99,-17.38
